id,farm_id,item_name,category,season,notes,created_at,updated_at
235bf3d6-07fb-4afe-b1a1-147235482576,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Swiss Chard,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
4661e535-db33-478a-95a4-8f3ff5b02ad0,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Wild Greens,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
ddea5710-4b18-474a-933d-19b0c35b8a77,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Iceplant,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
9fa8d055-1ee8-46ef-9963-c3730cfd369c,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Kale,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
e1654c42-9f0b-4546-bc5e-e62f38d1acde,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Kohlrabi,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
ec6b7b73-8d2b-4162-a002-861c133034cb,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Lettuces - Mini Butterhead, Gem",leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
71aaa89c-f58a-4e9c-bd52-5fd79a26ecd6,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Mizuna,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
f45481ea-2a0b-4ad0-96b2-5d04e198b79a,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Mustard Greens,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
5bacb625-8610-41ef-99ab-45b316e45d68,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Nasturtium,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
a934a520-014e-44f0-bff8-79dcc5aa1318,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Peppercorn,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
73335087-7121-41e3-8a23-b1ac464afc06,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Spigariello,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
f4175714-721d-4bd4-b6f5-77416d0b9eeb,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Spinach,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
3fde273f-63c9-463c-98ce-a509e7258f90,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Swiss Chard,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
0de93650-15f3-49db-8ac6-ba4817a6e8da,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Cutting Celery,leaf,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
9703e50f-8f42-43e2-bd3c-699675d4fbc5,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Choy,brassicas,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
a2434866-0be3-4a74-8aea-be4916e3d40f,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Collards,brassicas,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
fe4d792f-bbda-413d-b5e2-280f2f86519d,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Broccoli,brassicas,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
9bd62134-373d-4778-b2be-40a953633f01,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Kale,brassicas,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
7f3551f2-4864-4a27-80c5-b2367aff34aa,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Mizuna,brassicas,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
99be152a-a0df-4472-8c61-dc7451e4f3a0,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Kohlrabi,brassicas,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
dcedfbdb-5412-48df-906b-07c055ac384d,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Daikon,roots,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
8033ca11-f6f7-425e-a4ee-89ac271cfab8,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Horseradish,roots,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
68a47d03-7e1a-40d5-b8ba-9a9a439d06cb,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Oil Seed Radish,roots,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
125a68e0-2e46-4a3a-bb17-b4c94dbba721,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Turnip-Gold Ball,roots,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
60bc4af2-2a9d-497f-bdc8-41e61ebddd99,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Baby Leeks,roots,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
5aba9d00-477e-4d90-843e-6b6dbddca843,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Large Carrots,roots,early_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
b3b99f3e-a8f4-47ab-9146-5171978936f6,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Celery/Lovage,micro,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
5a2c402c-a4a8-4bc0-b98b-0108deeaf63a,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Choys,micro,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
366d29de-1616-4dca-800b-813c79babfe6,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Fava,micro,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
3a13d3a5-2e24-44d4-a55a-f568fee3bc87,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Kale,micro,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
6ad031ee-7110-40da-9f24-e0a04e249360,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Marigold Gem,micro,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
f87a704c-cb72-40c1-8a61-3e29861b7940,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Mustard,micro,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
6bdb3262-8f1a-4f06-ac23-5df878201562,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Nasturtium,micro,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
6f2f94a5-3635-4eae-834c-9429d800d247,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Pea,micro,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
176ba3f9-0ebc-49a2-ae4f-80dac3870c36,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Wasabi Arugula,micro,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
00b74f06-b835-4ad1-9ec3-38e85d4eb190,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Watercress,micro,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
ca259b73-ce54-479b-be42-acf025ab1612,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Alyssum,flowers,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
e85bef4b-ec43-47a2-8812-e97e7e0865c5,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Broccoli (White),flowers,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
f27a8732-832c-4689-b0f6-2563a41f40da,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Celery (Pink),flowers,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
67ad5a7d-5dec-4f94-ba7e-48f2bff927a6,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Chickweed,flowers,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
bddd4816-aa34-40f9-bbd0-59dfeb8b52cd,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Miners Lettuce,flowers,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
83866d5f-00ab-47c7-af61-890fc60bdffd,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Mustard (Preserve),flowers,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
d536cb37-e61c-4dc0-8b54-caa098b22f89,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Oxalis,flowers,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
943d2ccc-e98d-4d00-968b-76b70ed10a92,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Rosemary,flowers,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
ebf91d66-e5b1-444e-a019-6286780f84ac,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Stone Fruit,flowers,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
c6154de6-1b29-4d2a-a9b0-004c7d0b45ad,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Wild Calendula,flowers,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
407237cd-97be-4166-b93b-d9140201d834,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Bay Laurel,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
c460fdbc-204b-433f-ad9e-640da138c1f4,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Bittergreens (Feb outgoing),leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
8779b551-b963-44a3-95c7-a9b24e859532,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Broccoli/Mixed Raab,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
33838f1a-36bd-454d-9c33-646e4a44e740,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Chrysanthemum,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
bb446efd-91b5-4fb0-8e29-4ff87c61e46b,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Cilantro,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
0e161260-2aa0-425a-9735-9e606ab368d0,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Cover Crop (Fava, Pea, Vetch)",leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
7e18a575-837c-48e8-a2d4-3c8f944f6493,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Cutting Celery,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
aa1ff841-2d65-41d5-8948-60799dabe374,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Fennel Leaf,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
06d0ffcc-eca6-45d4-8c1e-8bb78cbed233,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Field Salad Mix,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
bfb58a7e-ca91-459c-a5d8-ed66bb637b83,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Horseradish Sprout,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
0beb6628-a042-4fa2-a8eb-876178aec014,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Iceplant,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
224f4a40-6c97-4d36-86ce-a9ffba22f2c2,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Kale,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
c7dd9462-c418-4a4f-9012-4a158d72c278,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Kohlrabi,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
a2e5b13f-fe87-4695-9682-f159803e4e19,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Lettuces,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
4bef9d13-ccdb-4dcc-9605-80e723f5cb64,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Mizuna,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
83dddfaf-eb59-4595-bf29-c754943fe639,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Mustard Greens,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
af7dca87-9a27-4765-8c97-9fc035a804bb,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Nasturtium,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
c0924ef8-cc6e-4277-b009-da0bef57a09a,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Peppercorn,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
b291cfab-81e5-4b3c-9cb7-0bc6ec814611,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Sorrels,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
9d4a0b6a-813d-4ff6-9f17-31f7750bf31b,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Spigariello,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
e9baa72d-5e1c-4003-bcb0-12bff48afc61,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Spinach,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
5926ed8e-88dd-4d53-91a6-173f0fa7b701,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Swiss Chard,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
bb56633b-f407-4aac-b05d-00ca854bcf7f,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Wild Greens,leaf,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
1a057bf1-1907-493a-83b0-cbf2fea00194,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Baby Leeks,roots,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
3f3ba7e2-2eda-4636-b2b1-c28a6e3793c3,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Carrots,roots,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
ffc3add2-1b96-4446-a090-f9eb676e73a5,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Celeriac,roots,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
f6d760ab-10b4-4832-aea1-dbbd63717739,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Cilantro,roots,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
846afef5-bb35-475b-b7de-84b62f79790e,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Daikon - White, Mixed Colors",roots,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
47fdc862-c5fd-48a4-892c-9cab26a16f18,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Hakurei Turnip,roots,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
a0cc5b5c-9811-4b28-84bb-31cbe1499779,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Negi,roots,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
87065e4a-2b65-445e-9d49-48feabfde65f,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Radish,roots,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
21852453-cef1-4ce6-ae83-877632fecbcc,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Wild Onions,roots,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
d84cdf3a-0735-4f63-820f-f0b6edcab06b,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Meyer Lemon,fruit,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
ce6a5f88-d229-4c26-bf2b-eaf2b4ee52db,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Navel Orange,fruit,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
4a3bcb6a-4a38-4a7b-a3f4-afbceef2b043,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Bay Laurel - Leaf, Flower, Bud",wilds,late_winter,,2026-04-09T05:56:27.043152+00:00,2026-04-09T05:56:27.043152+00:00
b5fc8d64-0f72-4094-a121-7f6aeb4f2251,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"CA Bay - Leaf, Flower, Bud",wilds,late_winter,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
d3ba4740-b07a-4ec0-ba52-acd784f7ed35,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Chickweed,wilds,late_winter,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
fde6ec14-1013-45ad-9a2a-0f1c865e418a,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Eucalyptus,wilds,late_winter,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
e95897f5-a392-4200-8a1a-2cf3e4accf81,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Miners Lettuce,wilds,late_winter,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
14e991ff-a242-433d-afb6-3250d15b61a6,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Pink Peppercorn,wilds,late_winter,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
b87cf9bf-6afe-4e24-8457-f268dcc22765,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Wild Chamomile - Leaf,wilds,late_winter,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
0f8c66f0-47b7-4c73-800d-c1294f9b0b7c,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Wood Sorrel,wilds,late_winter,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
f3e8df8c-c2b2-4472-bccb-672a3c994c32,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Celery/Lovage,micro,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
25cb7fbf-529c-44e0-b11d-1e7453cc2984,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Choys,micro,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
4fd74383-2ecd-4612-8006-71bbf7e9b805,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Fava,micro,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
9744cdf0-fb16-4059-92f9-b0898b86b542,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Kale,micro,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
6d2fe12a-3577-4080-8e6c-fd78db269704,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Marigold Gem,micro,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
ef8dc501-0bce-403e-9b67-fc7563bb1aa2,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Mustard,micro,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
acc6d11c-cbc7-4822-9f20-64f3ddf2a0ba,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Nasturtium,micro,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
39b3bf7b-cb5a-4787-8641-d23f671a01ef,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Pea,micro,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
11a4c784-e413-4cc0-8e3b-4d215f3b9d95,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Wasabi Arugula,micro,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
c58f649a-af28-4858-8114-b89ed355b069,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Watercress,micro,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
277e50c5-d674-4089-ab48-13e2ccab0e6b,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Alyssum,flowers,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
293891b3-51bc-42bb-9d28-938c2cc03c2f,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Borage,flowers,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
d5017032-6a05-472f-9fb9-0b50ebe40342,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Chickweed (March),flowers,early_spring,,2026-04-09T05:56:27.216709+00:00,2026-04-09T05:56:27.216709+00:00
