id,farm_id,name,category,unit_type,default_price,chef_notes,internal_notes,source,is_archived,sort_order,created_at,updated_at,image_url,season_status,season_note,days_to_maturity,sow_depth,plant_spacing,row_spacing,sun_requirement,soil_temp_min,growing_zone,sow_method,indoor_start_weeks,growing_notes,size,variety,color,unit_prices,is_event_item
1fba7f38-e8ac-4d0a-a165-40681248749a,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Baby Radish, Red Round",micros_leaves,lg,25.0,,,,False,0,2026-04-07T10:22:20.233153+00:00,2026-05-01T04:55:40.167267+00:00,/items/redroundbaby.jpg,available,,25,1/2 in,2-4 in,,full_sun,45,9b,direct_seed,,"Fastest vegetable. Succession sow. French Breakfast, Red Round varieties.",Baby,Round,Red,{},True
a2039f51-91f6-4381-a452-6b9f6c351a31,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Baby Radish, Red Round (50 ct)",fruit_veg,ea,25.0,,,,False,0,2026-04-09T14:53:53.754777+00:00,2026-05-01T04:55:40.167267+00:00,,available,,25,1/2 in,2-4 in,,full_sun,45,9b,direct_seed,,"Fastest vegetable. Succession sow. French Breakfast, Red Round varieties.","Baby, 50 ct",Round (50 ct),Red,{},True
d4056769-a0cc-4a7e-9ca6-7a0f6d868df5,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Bachelor Button,flowers,"sm,lg",10.0,,,,False,0,2026-04-09T14:53:48.314898+00:00,2026-05-01T04:55:40.167267+00:00,/items/farm-bachelor-button-classic-artistic-lss-dsc-6041.jpg,available,,75,1/4 in,8-12 in,,full_sun,60,9b,direct_seed,,Direct sow in early spring. Deadhead for continued bloom.,Medium,,"Red, White, Blue, Pink, Purple, Black","{'lg': 30, 'sm': 15}",True
f14e1eaa-9677-4120-b8b5-37209f399915,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Bachelor Buttons,herbs_leaves,lg,30.0,,,,False,90,2026-04-07T06:42:52.529292+00:00,2026-05-01T04:55:40.167267+00:00,/items/bachelorbutton.jpg,available,,75,1/4 in,8-12 in,,full_sun,60,9b,direct_seed,,Direct sow in early spring. Deadhead for continued bloom.,,,,{},True
2c6f9099-8630-4310-9a1c-b81f5170e839,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Basil, Buds, Mix",herbs_leaves,lg,12.0,,,,False,0,2026-04-07T10:22:20.63063+00:00,2026-05-01T04:55:40.167267+00:00,,available,,60,1/4 in,8-12 in,,full_sun,70,9b,both,6,Warm-season herb. Pinch flower buds to promote leaf growth. Min soil temp 70°F.,,,,{},True
772df8d5-6962-487a-99d2-78d6ef150e85,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Basil, Large, Green",herbs_leaves,lg,24.0,,,,False,0,2026-04-07T10:22:20.830914+00:00,2026-05-01T04:55:40.167267+00:00,/items/basilaromatto.jpg,available,,60,1/4 in,8-12 in,,full_sun,70,9b,both,6,Warm-season herb. Pinch flower buds to promote leaf growth. Min soil temp 70°F.,Large,,Green,{},True
a02772eb-54d3-4b3f-97a6-223043efe589,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Basil, Large, Purple",herbs_leaves,lg,24.0,,,,False,0,2026-04-07T10:22:21.029071+00:00,2026-05-01T04:55:40.167267+00:00,/items/basilpurplegreek.jpg,available,,60,1/4 in,8-12 in,,full_sun,70,9b,both,6,Warm-season herb. Pinch flower buds to promote leaf growth. Min soil temp 70°F.,Large,,Purple,{},True
1cd8cacb-9218-4990-9bbf-a2e7ce216f54,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Basil, Micro, Green",micros_leaves,sm,12.0,,,,False,0,2026-04-07T10:22:21.227314+00:00,2026-05-01T04:55:40.167267+00:00,,available,,60,1/4 in,8-12 in,,full_sun,70,9b,both,6,Warm-season herb. Pinch flower buds to promote leaf growth. Min soil temp 70°F.,Micro,,Green,{},True
942cbf39-99e6-40cd-8034-2eacf88611f2,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Basil, Micro, Purple",micros_leaves,sm,12.0,,,,False,0,2026-04-07T10:22:21.430302+00:00,2026-05-01T04:55:40.167267+00:00,,available,,60,1/4 in,8-12 in,,full_sun,70,9b,both,6,Warm-season herb. Pinch flower buds to promote leaf growth. Min soil temp 70°F.,Micro,,Purple,{},True
5d2be0b1-c8e4-4de7-becc-b24c8655215d,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Bay Leaf,herbs_leaves,lg,20.0,,,,False,0,2026-04-07T10:22:21.626118+00:00,2026-05-01T04:55:40.167267+00:00,/items/bayleaf.jpg,available,,,,,,,,,,,,,,,{},True
0ae60db8-9ea0-479d-aa4a-55755241cad5,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Bay Leaf California,herbs_leaves,lg,15.0,,,,False,150,2026-04-07T06:42:52.529292+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,,,{},True
be637780-281f-4436-8c97-6efb129cfd2b,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Bay Leaf Traditional,herbs_leaves,lg,20.0,,,,False,160,2026-04-07T06:42:52.529292+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,,,{},True
ff117f7e-e829-4c9b-94be-583211e2b8eb,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Bean, Flower",flowers,sm,15.0,,,,False,0,2026-04-07T10:22:21.830819+00:00,2026-05-01T04:55:40.167267+00:00,/items/bean-flower.jpg,available,,,,,,,,,,,,,,"White, pink, yellow, purple, red",{},True
47a0a430-3e3c-4cb4-85c9-47cc22a0b918,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Bean, Haricot Vert (Purple, Green, Yellow)",fruit_veg,sm,8.0,,,,False,0,2026-04-07T10:22:22.030121+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,Haricot Vert (,"Green, Purple, Yellow",{},True
a5ac6324-2319-4372-a71b-2fcd580315da,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Bean, Leaf",herbs_leaves,lg,12.0,,,,False,0,2026-04-07T10:22:22.236434+00:00,2026-05-01T04:55:40.167267+00:00,/items/bean-tendril.jpg,available,,,,,,,,,,,,,,,{},True
9da89b63-0331-4cc7-a3cd-61ca235b49f7,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Bean, Romano (Yellow)",fruit_veg,lg,30.0,,,,False,0,2026-04-07T10:22:22.433421+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,Romano (),Yellow,{},True
c6110ff1-93d1-471e-b0b1-bdb584068e25,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Beans, Tiny",fruit_veg,sm,15.0,,,,False,0,2026-04-07T10:22:22.635173+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,Tiny,,,{},True
f64ae6e9-98b8-4d49-96ba-8d2b7cb99216,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Bergamot,herbs_leaves,ea,1.68,,,,False,0,2026-04-07T10:22:22.835945+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,,,{},True
267a7ea2-953e-49dd-8b14-79e115a8efc7,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Black Eyed Susans,herbs_leaves,lg,15.0,,,,False,0,2026-04-07T10:22:23.037117+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,,Black,{},True
1b643468-628a-4ec8-a769-b0ae8bc8af71,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Blackberries,herbs_leaves,lg,24.0,,,,False,0,2026-04-07T10:22:23.246611+00:00,2026-05-01T04:55:40.167267+00:00,,available,,365,,4-6 ft,,full_sun,,9b,transplant,,Perennial cane fruit. Train on wire. Prune spent canes after harvest.,,,,{},True
ba787ccf-f590-4338-a42d-06071e35b23c,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Blackberries, Unripe",herbs_leaves,lg,30.0,,,,False,0,2026-04-07T10:22:23.469964+00:00,2026-05-01T04:55:40.167267+00:00,,available,,365,,4-6 ft,,full_sun,,9b,transplant,,Perennial cane fruit. Train on wire. Prune spent canes after harvest.,,Unripe,,{},True
fb11eb56-4d65-413d-8125-ae24b42ae442,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Borage,flowers,sm,15.0,,,,False,100,2026-04-07T06:42:52.529292+00:00,2026-05-01T04:55:40.167267+00:00,/items/borageflower.jpg,available,,55,1/2 in,12 in,,full_sun,60,9b,direct_seed,,Direct sow after last frost. Self-seeds readily. Edible flowers and leaves.,,,"Blue , white ",{},True
aa3c24a5-eb55-4d6d-98a6-1c461b8b808c,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Borage (Oyster/Cucumber flavor) (25 ct),micros_leaves,ea,8.0,,,,False,0,2026-04-09T14:53:50.57809+00:00,2026-05-01T04:55:40.167267+00:00,,available,,55,1/2 in,12 in,,full_sun,60,9b,direct_seed,,Direct sow after last frost. Self-seeds readily. Edible flowers and leaves.,25 ct,,,{},True
5ebd0006-3ba4-436b-ad38-65e63495b4d5,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Borage Flowers,flowers,ea,0.1,,,,False,0,2026-04-13T08:58:59.713638+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,,,{},True
44bdbde8-576d-4d7f-b668-d2f2bf72fb2e,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Brassica, Flowers",flowers,lg,15.0,,,,False,0,2026-04-07T10:22:23.866086+00:00,2026-05-01T04:55:40.167267+00:00,/items/brassica-flowers.jpg,available,,,,,,,,,,,,,,,{},True
5da6dc1f-43a1-4182-bea0-4d1036c97b6d,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Brassica, Leaf",herbs_leaves,lg,20.0,,,,False,0,2026-04-07T10:22:24.061706+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,,,{},True
49e1f495-eb85-494c-8013-2e0fdceeb50c,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Broccoli - White,flowers,qt,15.0,,,,False,0,2026-04-09T14:53:48.637759+00:00,2026-05-01T04:55:40.167267+00:00,,available,,60,1/4 in,18-24 in,,full_sun,60,9b,transplant,6,"Cool-season brassica. Harvest central head, side shoots continue producing.",,,White,{},True
3523ac42-08ca-43c3-97ae-7ecde7cdb297,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Broccoli - Yellow,flowers,qt,15.0,,,,False,0,2026-04-09T14:53:48.430536+00:00,2026-05-01T04:55:40.167267+00:00,,available,,60,1/4 in,18-24 in,,full_sun,60,9b,transplant,6,"Cool-season brassica. Harvest central head, side shoots continue producing.",,,Yellow,{},True
6a383d81-af24-4d74-a14e-ec5dd8b4653d,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Broccoli, Flower",flowers,lg,15.0,,,,False,0,2026-04-07T10:22:24.255193+00:00,2026-05-01T04:55:40.167267+00:00,,available,,60,1/4 in,18-24 in,,full_sun,60,9b,transplant,6,"Cool-season brassica. Harvest central head, side shoots continue producing.",,,,{},True
21d117ac-f8fb-45fd-bf02-a0f11942e9a3,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Broccoli, Rabe",herbs_leaves,lg,20.0,,,,False,0,2026-04-07T10:22:24.458022+00:00,2026-05-01T04:55:40.167267+00:00,/items/broccoliraab.jpg,available,,60,1/4 in,18-24 in,,full_sun,60,9b,transplant,6,"Cool-season brassica. Harvest central head, side shoots continue producing.",,Rabe,,{},True
5d480edd-15b4-4457-b01b-8b369f82cae4,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Broccoli, Sprouting",herbs_leaves,lg,20.0,,,,False,0,2026-04-07T10:22:24.655191+00:00,2026-05-01T04:55:40.167267+00:00,/items/broccoli.jpg,available,,60,1/4 in,18-24 in,,full_sun,60,9b,transplant,6,"Cool-season brassica. Harvest central head, side shoots continue producing.",,Sprouting,,{},True
b0d98b9a-7524-48e8-89b3-d8a93d7340c8,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Buckwheat,herbs_leaves,sm,10.0,,,,False,0,2026-04-07T10:22:24.850431+00:00,2026-05-01T04:55:40.167267+00:00,/items/floweringbuckwheat.jpg,available,,,,,,,,,,,,,,,{},True
cafd9f72-ec03-41b9-9660-321eb178895e,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Bulls Blood Beet,micros_leaves,sm,12.0,,,,False,0,2026-04-09T14:53:50.651278+00:00,2026-05-01T04:55:40.167267+00:00,/items/tinybeets.jpg,available,,,,,,,,,,,,,,,{},True
09a16f0b-ece0-4ad2-918d-5fef33c1becd,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Butterhead Lettuce - Heart Leaf (50 ct),herbs_leaves,ea,20.0,,,,False,0,2026-04-09T14:53:56.670647+00:00,2026-05-01T04:55:40.167267+00:00,,available,,45,1/8-1/4 in,6-12 in,,sun_part_shade,45,9b,both,4,"Cool-season. Succession sow every 2 weeks. Bolts in heat. Many types: gem, butterhead, romaine.","50 ct, Heart Leaf",,,{},True
3094309a-9f88-431b-8e3e-a2c8dfade33d,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Butterhead Lettuce - Palm Size Leaf (50 ct),herbs_leaves,ea,20.0,,,,False,0,2026-04-09T14:53:56.764938+00:00,2026-05-01T04:55:40.167267+00:00,,available,,45,1/8-1/4 in,6-12 in,,sun_part_shade,45,9b,both,4,"Cool-season. Succession sow every 2 weeks. Bolts in heat. Many types: gem, butterhead, romaine.","50 ct, Palm Size",,,{},True
f928dfeb-fbe7-4518-a98a-0d77b37478dc,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Cabbage, Chineese",herbs_leaves,lg,15.0,,,,False,0,2026-04-07T10:23:15.043114+00:00,2026-05-01T04:55:40.167267+00:00,/items/farm-00109-01-caraflex.jpg,available,,70,1/4 in,12-18 in,,full_sun,60,9b,transplant,6,Cool-season. Conical/Savoy types. Needs consistent moisture.,,Chineese,,{},True
e17fe9fd-652f-4542-8a29-65e80a791a00,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Calendula,flowers,lg,20.0,,,,False,80,2026-04-07T06:42:52.529292+00:00,2026-05-01T04:55:40.167267+00:00,/items/wildcalendulaflower.jpg,available,,50,1/4 in,8-12 in,,full_sun,55,9b,both,4,Cool-season flower. Tolerates light frost. Harvest flowers when fully open.,,,,{},True
4144c335-4abc-4fe0-8df8-52aaa5d42991,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Calendula - Cultivated,flowers,lg,20.0,,,,True,0,2026-04-09T14:53:48.810016+00:00,2026-04-11T07:56:48.239681+00:00,,available,,50,1/4 in,8-12 in,,full_sun,55,9b,both,4,Cool-season flower. Tolerates light frost. Harvest flowers when fully open.,,,,{},False
0299c9ab-abbe-49fa-a8ea-2f63027fb6f5,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,California Bay Leaves,herbs_leaves,lg,15.0,,,,False,0,2026-04-07T10:22:25.25293+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,,,{},True
bad52eee-5a53-493c-9760-b6beca52b9cb,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,California Peppercorn Leaf,herbs_leaves,lg,12.0,,,,False,0,2026-04-09T14:53:52.731914+00:00,2026-05-01T04:55:40.167267+00:00,,available,,70,1/4 in,18-24 in,,full_sun,75,9b,transplant,8,"Warm-season. Start early indoors. Shishito, Corbachi are quick producers.",,,,{},True
7308a611-e53e-46be-bf03-8b6ba3d6776d,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,California Pink Peppercorns,herbs_leaves,lg,12.0,,,,False,0,2026-04-09T14:53:52.658992+00:00,2026-05-01T04:55:40.167267+00:00,,available,,70,1/4 in,18-24 in,,full_sun,75,9b,transplant,8,"Warm-season. Start early indoors. Shishito, Corbachi are quick producers.",,,Pink,{},True
78352cbe-90e6-4e26-8e68-95ff4931e2a4,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Calimansi,herbs_leaves,lbs,4.95,,,,False,0,2026-04-07T10:22:25.458687+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,,,{},True
02e3c03b-5da1-4900-9a00-7c22f8e54505,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Caraway,flowers,sm,12.0,,,,False,0,2026-04-09T14:53:48.89139+00:00,2026-05-01T04:55:40.167267+00:00,/items/tinycaraway.jpg,available,,,,,,,,,,,,,,,{},True
eca26cbb-d6eb-4cf3-bded-833d0c82c2cc,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Cardoon,herbs_leaves,ea,3.0,,,,False,0,2026-04-07T10:22:25.652294+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,,,{},True
2f3c7437-50fb-4e17-a781-08f140fa8f77,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Carrot,micros_leaves,sm,12.0,,,,False,0,2026-04-09T14:53:50.721108+00:00,2026-05-01T04:55:40.167267+00:00,,available,,65,1/4 in,2-3 in,12-18 in,full_sun,50,9b,direct_seed,,Direct sow. Thin to 2-3 inches. Loose soil essential. Keep moist until germination.,,,,{},True
0a36520c-f191-437c-9745-c85a53861102,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Carrot, Flower",flowers,lg,10.0,,,,False,0,2026-04-07T10:22:25.864122+00:00,2026-05-01T04:55:40.167267+00:00,/items/farm-4954-01-purple-kissed-flower.jpg,available,,65,1/4 in,2-3 in,12-18 in,full_sun,50,9b,direct_seed,,Direct sow. Thin to 2-3 inches. Loose soil essential. Keep moist until germination.,,,,{},True
feaad469-a829-41b2-988e-5efed6c64b6c,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Carrot, Oxheart",fruit_veg,ea,3.0,,,,False,0,2026-04-07T10:22:26.284971+00:00,2026-05-01T04:55:40.167267+00:00,/items/oxheart-carrot.jpg,available,,65,1/4 in,2-3 in,12-18 in,full_sun,50,9b,direct_seed,,Direct sow. Thin to 2-3 inches. Loose soil essential. Keep moist until germination.,,Oxheart,,{},True
3cb29cc2-866b-4360-90a3-15d01db8714a,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Carrot, Tops",fruit_veg,lg,12.0,,,,False,0,2026-04-07T10:22:26.490943+00:00,2026-05-01T04:55:40.167267+00:00,/items/carrottopmicro.jpg,available,,65,1/4 in,2-3 in,12-18 in,full_sun,50,9b,direct_seed,,Direct sow. Thin to 2-3 inches. Loose soil essential. Keep moist until germination.,,Tops,,{},True
89deecdc-4aaf-4b43-9716-bc54563a3e98,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,"Cauliflower, Sprouting",flowers,lg,20.0,,,,False,0,2026-04-07T10:22:26.689706+00:00,2026-05-01T04:55:40.167267+00:00,/items/cauliflowersprouting.jpg,available,,55,1/4 in,18-24 in,,full_sun,60,9b,transplant,6,Cool-season. Sprouting cauliflower produces multiple small heads over time.,,Sprouting,,{},True
b11df9b7-4ce3-409d-9a00-1ccc44bf334f,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Celery,flowers,sm,10.0,,,,False,0,2026-04-09T14:53:48.975081+00:00,2026-05-01T04:55:40.167267+00:00,,available,,,,,,,,,,,,,,,{},True
